_info,unitPrice,skuId,meterId
"SQL Database Elastic Pool - Standard, 2500 DTU Pack, eDTUs, SQL Database, Databases, 1/Day, Consumption",181.25,DZH318Z0BQHP/00GN,c61d4186-f542-4ddc-af12-68e97afef4b1
"SQL Database Elastic Pool - Standard, 2000 DTU Pack, eDTUs, SQL Database, Databases, 1/Day, Consumption",145.0,DZH318Z0BQHP/00HB,c61d4186-f542-4ddc-af12-68e97afef4b1
"SQL Database Elastic Pool - Standard, 1 DTU, eDTUs, SQL Database, Databases, 1/Day, Consumption",0.0725,DZH318Z0BQHP/00BM,c61d4186-f542-4ddc-af12-68e97afef4b1
"SQL Database Elastic Pool - Standard, 400 DTU Pack, eDTUs, SQL Database, Databases, 1/Day, Consumption",29.0,DZH318Z0BQHP/00FM,c61d4186-f542-4ddc-af12-68e97afef4b1
"SQL Database Elastic Pool - Standard, 1600 DTU Pack, eDTUs, SQL Database, Databases, 1/Day, Consumption",116.0,DZH318Z0BQHP/00BV,c61d4186-f542-4ddc-af12-68e97afef4b1
"SQL Database Elastic Pool - Standard, 100 DTU Pack, eDTUs, SQL Database, Databases, 1/Day, Consumption",7.25,DZH318Z0BQHP/00BJ,c61d4186-f542-4ddc-af12-68e97afef4b1
"SQL Database Single/Elastic Pool General Purpose - Compute DC-Series, 4 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",1.583,DZH318Z08M0H/007J,c4386d37-be60-522f-8b60-8b8fe7c773c7
"SQL Database Single General Purpose - Serverless - Compute DC-Series, 6 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",5.516,DZH318Z08M0J/00BL,c1ba9fcc-4448-507c-8fe0-076f1d50fa1f
"SQL Database Single General Purpose - Serverless - Compute DC-Series, 4 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",3.677,DZH318Z08M0J/00BQ,c1ba9fcc-4448-507c-8fe0-076f1d50fa1f
"SQL Database Single General Purpose - Serverless - Compute DC-Series, 2 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",1.839,DZH318Z08M0J/00BP,c1ba9fcc-4448-507c-8fe0-076f1d50fa1f
"SQL Database Single General Purpose - Serverless - Compute DC-Series, 1 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",0.919,DZH318Z08M0J/00BG,c1ba9fcc-4448-507c-8fe0-076f1d50fa1f
