_info,unitPrice
"Premium SSD Managed Disks, P40 ZRS, Storage, Storage, 1/Month, Consumption, Premium_SSD_Managed_Disks_P40",427.4
"Premium ADLS Gen2 Flat Namespace, Premium LRS, Storage, Storage, 100, Consumption",0.0228
"Standard SSD Managed Disks, E10 LRS, Storage, Storage, 1/Month, Consumption",1.183
"General Block Blob v2 Hierarchical Namespace, Archive RA-GRS, Storage, Storage, 10K, Consumption",0.14
"General Block Blob v2 Hierarchical Namespace, Archive GRS, Storage, Storage, 10K, Consumption",0.14
"Azure App Service Premium v3 Plan, P1mv3, Azure App Service, Compute, 1 Hour, DevTestConsumption, Standard_P1_mv3_Windows",0.134
"Azure App Service Premium v3 Plan, P1mv3, Azure App Service, Compute, 1 Hour, Reservation, Standard_P1_mv3_Windows, 3 Years",5748.0
"Azure App Service Premium v3 Plan, P1mv3, Azure App Service, Compute, 1 Hour, Consumption, Standard_P1_mv3_Windows",0.3736
"Azure App Service Premium v3 Plan, P1mv3, Azure App Service, Compute, 1 Hour, Reservation, Standard_P1_mv3_Windows, 1 Year",2409.0
"Azure Synapse SSIS Enterprise D-series v2 VM, D4 v2, Azure Synapse Analytics, Analytics, 1 Hour, Consumption",4.542
"API Management, Premium, API Management, Developer Tools, 1/Hour, Consumption",0.136986
"Azure App Service Premium v3 Plan - Linux, P0v3, Azure App Service, Compute, 1 Hour, Consumption, Azure_App_Service_Premium_v3_Plan_Linux_P0_v3",0.116
"Azure App Service Premium v3 Plan - Linux, P0v3, Azure App Service, Compute, 1 Hour, Reservation, Azure_App_Service_Premium_v3_Plan_Linux_P0_v3, 1 Year",660.0
"Azure App Service Premium v3 Plan - Linux, P0v3, Azure App Service, Compute, 1 Hour, Reservation, Azure_App_Service_Premium_v3_Plan_Linux_P0_v3, 3 Years",1372.0
"Azure App Service Premium v3 Plan - Linux, P0v3, Azure App Service, Compute, 1 Hour, DevTestConsumption, Azure_App_Service_Premium_v3_Plan_Linux_P0_v3",0.0846
"Azure Cosmos DB for MongoDB vCore, General Purpose Storage, Azure Cosmos DB, Databases, 1 GB/Month, Consumption, Azure_Cosmos_DB_for_MongoDB_General_Purpose_Storage",0.137
"Azure Cosmos DB Dedicated Gateway - Memory Optimized, E32s, Azure Cosmos DB, Databases, 1 Hour, Consumption",4.56
"Azure Synapse Analytics Pipelines, Azure Hosted Managed VNET IR, Azure Synapse Analytics, Analytics, 1 Hour, Consumption",1.0
"Azure Synapse SSIS Enterprise D-series v2 VM, D2 v2, Azure Synapse Analytics, Analytics, 1 Hour, Consumption",1.867
"Azure Synapse SSIS Standard E-series v3 VM, E8 v3, Azure Synapse Analytics, Analytics, 1 Hour, Consumption",2.368
"General Block Blob v2, Cold RA-GRS, Storage, Storage, 1 GB/Month, Consumption, Cold",0.0101
"SQL Database Single/Elastic Pool General Purpose - Compute Gen5, 48 vCore, SQL Database, Databases, 1 Hour, Consumption, SQLDB_GP_Compute_Gen5_48",8.037072
"SQL Database Single/Elastic Pool General Purpose - Compute Gen5, 10 vCore, SQL Database, Databases, 1 Hour, Consumption, SQLDB_GP_Compute_Gen5_10",1.67439
"SQL Database Single/Elastic Pool General Purpose - Compute Gen5, 1 vCore, SQL Database, Databases, 1 Hour, Consumption, SQLDB_GP_Compute_Gen5_1",0.167439
"SQL Database Single/Elastic Pool General Purpose - Compute Gen5, 20 vCore, SQL Database, Databases, 1 Hour, Consumption, SQLDB_GP_Compute_Gen5_20",3.34878
"SQL Database Single/Elastic Pool General Purpose - Compute Gen5, 8 vCore, SQL Database, Databases, 1 Hour, Consumption, SQLDB_GP_Compute_Gen5_8",1.339512
"SQL Database Single/Elastic Pool General Purpose - Compute Gen5, 80 vCore, SQL Database, Databases, 1 Hour, Consumption, SQLDB_GP_Compute_Gen5_80",13.39512
"SQL Database Single/Elastic Pool General Purpose - Compute Gen5, 32 vCore, SQL Database, Databases, 1 Hour, Consumption, SQLDB_GP_Compute_Gen5_32",5.358048
"SQL Database Single/Elastic Pool General Purpose - Compute Gen5, 12 vCore, SQL Database, Databases, 1 Hour, Consumption, SQLDB_GP_Compute_Gen5_12",2.009268
"SQL Database Single/Elastic Pool General Purpose - Compute Gen5, 6 vCore, SQL Database, Databases, 1 Hour, Consumption, SQLDB_GP_Compute_Gen5_6",1.004634
"SQL Database Single/Elastic Pool General Purpose - Compute Gen5, 48 vCore, SQL Database, Databases, 1 Hour, Consumption, SQLDB_GP_Compute_Gen5_48",8.037072
"SQL Database Single/Elastic Pool General Purpose - Compute Gen5, 2 vCore, SQL Database, Databases, 1 Hour, Consumption, SQLDB_GP_Compute_Gen5_2",0.334878
"SQL Database Single/Elastic Pool General Purpose - Compute Gen5, 80 vCore, SQL Database, Databases, 1 Hour, Consumption, SQLDB_GP_Compute_Gen5_80",13.39512
"SQL Database Single/Elastic Pool General Purpose - Compute Gen5, 1 vCore, SQL Database, Databases, 1 Hour, Consumption, SQLDB_GP_Compute_Gen5_1",0.167439
"SQL Database Single/Elastic Pool General Purpose - Compute Gen5, 18 vCore, SQL Database, Databases, 1 Hour, Consumption, SQLDB_GP_Compute_Gen5_18",3.013902
"SQL Database Single/Elastic Pool General Purpose - Compute Gen5, 10 vCore, SQL Database, Databases, 1 Hour, Consumption, SQLDB_GP_Compute_Gen5_10",1.67439
"SQL Database Single/Elastic Pool General Purpose - Compute Gen5, 32 vCore, SQL Database, Databases, 1 Hour, Consumption, SQLDB_GP_Compute_Gen5_32",5.358048
"SQL Database Single/Elastic Pool General Purpose - Compute Gen5, 2 vCore, SQL Database, Databases, 1 Hour, Consumption, SQLDB_GP_Compute_Gen5_2",0.334878
"SQL Database Single/Elastic Pool General Purpose - Compute Gen5, 40 vCore, SQL Database, Databases, 1 Hour, Consumption, SQLDB_GP_Compute_Gen5_40",6.69756
"SQL Database Single/Elastic Pool General Purpose - Compute Gen5, 14 vCore, SQL Database, Databases, 1 Hour, Consumption, SQLDB_GP_Compute_Gen5_14",2.344146
"SQL Database Single/Elastic Pool General Purpose - Compute Gen5, 18 vCore, SQL Database, Databases, 1 Hour, Consumption, SQLDB_GP_Compute_Gen5_18",3.013902
"SQL Database Single/Elastic Pool General Purpose - Compute Gen5, 12 vCore, SQL Database, Databases, 1 Hour, Consumption, SQLDB_GP_Compute_Gen5_12",2.009268
"SQL Database Single/Elastic Pool General Purpose - Compute Gen5, 40 vCore, SQL Database, Databases, 1 Hour, Consumption, SQLDB_GP_Compute_Gen5_40",6.69756
"SQL Database Single/Elastic Pool General Purpose - Compute Gen5, 24 vCore, SQL Database, Databases, 1 Hour, Consumption, SQLDB_GP_Compute_Gen5_24",4.018536
"SQL Database Single/Elastic Pool General Purpose - Compute Gen5, 8 vCore, SQL Database, Databases, 1 Hour, Consumption, SQLDB_GP_Compute_Gen5_8",1.339512
"SQL Database Single/Elastic Pool General Purpose - Compute Gen5, 6 vCore, SQL Database, Databases, 1 Hour, Consumption, SQLDB_GP_Compute_Gen5_6",1.004634
