_info,unitPrice
"SQL Database SingleDB Hyperscale - Premium Series Compute, 1 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",0.200926
"SQL Database Single/Elastic Pool PITR Backup Storage, Backup LRS, LRS Data Stored, SQL Database, Databases, 1 GB/Month, Consumption",0.119
"SQL Database Single Standard, S3 Secondary, S3 Secondary DTUs, SQL Database, Databases, 1/Day, Consumption",3.629
"SQL Database Single/Elastic Pool General Purpose - Compute FSv2 Series, 14 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",2.057132
"SQL Database Single/Elastic Pool General Purpose - Compute FSv2 Series, 1 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",0.146938
"SQL Database Single/Elastic Pool General Purpose - Compute FSv2 Series, 18 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",2.644884
"SQL Database Single/Elastic Pool General Purpose - Compute FSv2 Series, 10 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",1.46938
"SQL Database Single/Elastic Pool General Purpose - Compute FSv2 Series, 14 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",2.057132
"SQL Database Single/Elastic Pool General Purpose - Compute FSv2 Series, 36 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",5.289768
"SQL Database Single/Elastic Pool General Purpose - Compute FSv2 Series, 20 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",2.93876
"SQL Database Single/Elastic Pool General Purpose - Compute FSv2 Series, 1 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",0.146938
"SQL Database Single/Elastic Pool General Purpose - Compute FSv2 Series, 12 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",1.763256
"SQL Database Single/Elastic Pool General Purpose - Compute FSv2 Series, vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",0.173654
"SQL Database Single/Elastic Pool General Purpose - Compute FSv2 Series, 36 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",5.289768
"SQL Database Single/Elastic Pool General Purpose - Compute FSv2 Series, 24 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",3.526512
"SQL Database Single/Elastic Pool General Purpose - Compute FSv2 Series, 32 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",4.702016
"SQL Database Single/Elastic Pool General Purpose - Compute FSv2 Series, 72 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",10.579536
"SQL Database Single/Elastic Pool General Purpose - Compute FSv2 Series, 18 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",2.644884
"SQL Database Single/Elastic Pool General Purpose - Compute FSv2 Series, 72 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",10.579536
"SQL Database Single/Elastic Pool General Purpose - Compute FSv2 Series, 16 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",2.351008
"SQL Database Single/Elastic Pool General Purpose - Compute FSv2 Series, 10 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",1.46938
"SQL Database Single/Elastic Pool General Purpose - Compute FSv2 Series, 16 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",2.351008
"SQL Database Single/Elastic Pool General Purpose - Compute FSv2 Series, 12 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",1.763256
"SQL Database Single/Elastic Pool General Purpose - Compute FSv2 Series, vCore, vCore, SQL Database, Databases, 1 Hour, Reservation, 1 Year",989.0
"SQL Database Single/Elastic Pool General Purpose - Compute FSv2 Series, 32 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",4.702016
"SQL Database Single/Elastic Pool General Purpose - Compute FSv2 Series, 8 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",1.175504
"SQL Database Single/Elastic Pool General Purpose - Compute FSv2 Series, 8 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",1.175504
"SQL Database Single/Elastic Pool General Purpose - Compute FSv2 Series, 20 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",2.93876
"SQL Database Single/Elastic Pool General Purpose - Compute FSv2 Series, vCore, vCore, SQL Database, Databases, 1 Hour, Reservation, 3 Years",2054.0
"SQL Database Single/Elastic Pool General Purpose - Compute FSv2 Series, 24 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",3.526512
"SQL Database Single/Elastic Pool PITR Backup Storage, Backup RA-GZRS, RA-GZRS Data Stored, SQL Database, Databases, 1 GB/Month, Consumption",0.402
"SQL Database Single/Elastic Pool General Purpose - Storage, General Purpose, General Purpose IO Rate Operations, SQL Database, Databases, 1M, Consumption",0.238
"SQL Database Single/Elastic Pool Business Critical - Compute DC-Series, 4 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",3.166
"SQL Database Single/Elastic Pool Business Critical - Compute DC-Series, 1 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",0.792
"SQL Database Single/Elastic Pool Business Critical - Compute DC-Series, 2 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",1.583
"SQL Database Single/Elastic Pool Business Critical - Compute DC-Series, 8 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",6.332
"SQL Database Single/Elastic Pool Business Critical - Compute DC-Series, 6 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",4.749
"SQL Database Single/Elastic Pool Business Critical - Compute DC-Series, 1 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",0.792
"SQL Database Single/Elastic Pool Business Critical - Compute DC-Series, 8 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",6.332
"SQL Database Single/Elastic Pool Business Critical - Compute DC-Series, 4 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",3.166
"SQL Database Single/Elastic Pool Business Critical - Compute DC-Series, 2 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",1.583
"SQL Database Single/Elastic Pool Business Critical - Compute DC-Series, 6 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",4.749
"SQL Database Single Premium, P11 Secondary Active, P11 Secondary Active DTU, SQL Database, Databases, 1/Day, Consumption",225.81
"SQL Database Single General Purpose - Serverless - Compute Gen5, 2 vCore, 2 vCore - Free, SQL Database, Databases, 1 Hour, Consumption",0.0
"SQL Database SingleDB Hyperscale - Storage, Hyperscale, Hyperscale IO Rate Operations, SQL Database, Databases, 1M, Consumption",0.238
"SQL Database Single/Elastic Pool General Purpose - Compute DC-Series, vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",0.396
"SQL Database Single/Elastic Pool General Purpose - Compute DC-Series, vCore, vCore, SQL Database, Databases, 1 Hour, Reservation, 3 Years",4680.0
"SQL Database Single/Elastic Pool General Purpose - Compute DC-Series, vCore, vCore, SQL Database, Databases, 1 Hour, Reservation, 1 Year",2253.0
"SQL Database Single General Purpose - Serverless - Compute DC-Series, 1 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",0.919
"SQL Database Single General Purpose - Serverless - Compute DC-Series, 6 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",5.516
"SQL Database Single General Purpose - Serverless - Compute DC-Series, 2 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",1.839
"SQL Database Single General Purpose - Serverless - Compute DC-Series, 4 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",3.677
"SQL Database Single General Purpose - Serverless - Compute DC-Series, 8 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",7.354
"SQL Database Single General Purpose - Serverless - Compute Gen5, 24 vCore, 24 vCore - Free, SQL Database, Databases, 1 Hour, Consumption",0.0
"SQL Database Single Premium, P2 Secondary Active, P2 Secondary Active DTU, SQL Database, Databases, 1/Day, Consumption",30.0
"SQL Database Single Standard, S3, S3 DTUs, SQL Database, Databases, 1/Day, Consumption",4.8387
"SQL Database Single Premium RS, PRS6, PRS6 DTU, SQL Database, Databases, 1/Day, Consumption",30.0
"SQL Database Single Premium, P4 Secondary, P4 Secondary DTU, SQL Database, Databases, 1/Day, Consumption",45.0
"SQL Database Single/Elastic Pool Business Critical - Compute M Series, 128 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",236.372
"SQL Database Single/Elastic Pool Business Critical - Compute M Series, 128 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",236.372
"SQL Database Single/Elastic Pool Business Critical - Compute M Series, 10 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",18.466591
"SQL Database Single/Elastic Pool Business Critical - Compute M Series, 1 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",1.846659
"SQL Database Single/Elastic Pool Business Critical - Compute M Series, 20 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",36.933182
"SQL Database Single/Elastic Pool Business Critical - Compute M Series, 8 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",14.773273
"SQL Database Single/Elastic Pool Business Critical - Compute M Series, 14 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",25.853227
"SQL Database Single/Elastic Pool Business Critical - Compute M Series, 8 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",14.773273
"SQL Database Single/Elastic Pool Business Critical - Compute M Series, 12 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",22.159909
"SQL Database Single/Elastic Pool Business Critical - Compute M Series, 20 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",36.933182
"SQL Database Single/Elastic Pool Business Critical - Compute M Series, vCore, vCore, SQL Database, Databases, 1 Hour, Reservation, 3 Years",25809.0
"SQL Database Single/Elastic Pool Business Critical - Compute M Series, 64 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",118.186
"SQL Database Single/Elastic Pool Business Critical - Compute M Series, 64 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",118.186
"SQL Database Single/Elastic Pool Business Critical - Compute M Series, 32 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",59.093091
"SQL Database Single/Elastic Pool Business Critical - Compute M Series, 16 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",29.546546
"SQL Database Single/Elastic Pool Business Critical - Compute M Series, 24 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",44.319818
"SQL Database Single/Elastic Pool Business Critical - Compute M Series, 12 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",22.159909
"SQL Database Single/Elastic Pool Business Critical - Compute M Series, 16 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",29.546546
"SQL Database Single/Elastic Pool Business Critical - Compute M Series, 24 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",44.319818
"SQL Database Single/Elastic Pool Business Critical - Compute M Series, 10 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",18.466591
"SQL Database Single/Elastic Pool Business Critical - Compute M Series, vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",2.182415
"SQL Database Single/Elastic Pool Business Critical - Compute M Series, 14 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",25.853227
"SQL Database Single/Elastic Pool Business Critical - Compute M Series, 18 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",33.239864
"SQL Database Single/Elastic Pool Business Critical - Compute M Series, 1 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",1.846659
"SQL Database Single/Elastic Pool Business Critical - Compute M Series, 32 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",59.093091
"SQL Database Single/Elastic Pool Business Critical - Compute M Series, 18 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",33.239864
"SQL Database Single/Elastic Pool Business Critical - Compute M Series, vCore, vCore, SQL Database, Databases, 1 Hour, Reservation, 1 Year",12427.0
"SQL Database Single/Elastic Pool PITR Backup Storage, Backup, Data Stored - Free, SQL Database, Databases, 1 GB/Month, Consumption",0.0
"SQL Database SingleDB Hyperscale - Compute DC-Series, 1 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",0.475
"SQL Database SingleDB Hyperscale - Compute DC-Series, 2 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",0.95
"SQL Database SingleDB Hyperscale - Compute DC-Series, 4 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",1.9
"SQL Database SingleDB Hyperscale - Compute DC-Series, 8 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",3.799
"SQL Database SingleDB Hyperscale - Compute DC-Series, 6 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",2.85
"SQL Database Single/Elastic Pool General Purpose - Storage, General Purpose, General Purpose Data Stored, SQL Database, Databases, 1 GB/Month, Consumption",0.13685
"SQL Database Single Premium, P15, P15 DTU, SQL Database, Databases, 1/Day, Consumption",516.128
"SQL Database Single/Elastic Pool General Purpose - Storage, General Purpose Zone Redundancy, General Purpose Zone Redundancy IO Rate Operations, SQL Database, Databases, 1M, Consumption",0.238
"SQL Database Single Premium RS, PRS1 Secondary, PRS1 Secondary DTU, SQL Database, Databases, 1/Day, Consumption",2.8125
"SQL Database Single/Elastic Pool Business Critical - Storage, Business Critical, Business Critical Data Stored, SQL Database, Databases, 1 GB/Month, Consumption",0.2975
"SQL Database Single Premium, P6 Secondary Active, P6 Secondary Active DTU, SQL Database, Databases, 1/Day, Consumption",120.0
"SQL Database Single Premium, P4 Secondary Active, P4 Secondary Active DTU, SQL Database, Databases, 1/Day, Consumption",60.0
"SQL Database Single Premium RS, PRS4 Secondary Active, PRS4 Secondary Active DTU, SQL Database, Databases, 1/Day, Consumption",15.0
"SQL Database Single Standard, S1, S1 DTUs, SQL Database, Databases, 1/Day, Consumption",0.9677
"SQL Database Single Standard, S2 Secondary Active, S2 Secondary Active DTUs, SQL Database, Databases, 1/Day, Consumption",2.42
"SQL Database SingleDB Hyperscale - LTR Backup Storage, Backup RA-GZRS, Backup RA-GZRS Data Stored, SQL Database, Databases, 1 GB/Month, Consumption",0.101
"SQL Database Single Basic, B Secondary Active, B Secondary Active DTU, SQL Database, Databases, 1/Day, Consumption",0.161
"SQL Database SingleDB Hyperscale - Compute DC-Series, vCore, vCore, SQL Database, Databases, 1 Hour, Reservation, 1 Year",2704.0
"SQL Database SingleDB Hyperscale - Compute DC-Series, vCore, vCore, SQL Database, Databases, 1 Hour, Reservation, 3 Years",5616.0
"SQL Database SingleDB Hyperscale - Compute DC-Series, vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",0.475
"SQL Database SingleDB Hyperscale - Compute DC-Series, 6 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",2.85
"SQL Database SingleDB Hyperscale - Compute DC-Series, 8 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",3.799
"SQL Database SingleDB Hyperscale - Compute DC-Series, 1 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",0.475
"SQL Database SingleDB Hyperscale - Compute DC-Series, 4 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",1.9
"SQL Database SingleDB Hyperscale - Compute DC-Series, 2 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",0.95
"SQL Database Single Standard, S3 Secondary Active, S3 Secondary Active DTUs, SQL Database, Databases, 1/Day, Consumption",4.8387
"SQL Database Single/Elastic Pool Business Critical - Compute DC-Series, vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",0.792
"SQL Database Single/Elastic Pool Business Critical - Compute DC-Series, vCore, vCore, SQL Database, Databases, 1 Hour, Reservation, 1 Year",4507.0
"SQL Database Single/Elastic Pool Business Critical - Compute DC-Series, vCore, vCore, SQL Database, Databases, 1 Hour, Reservation, 3 Years",9361.0
"SQL Database Single Premium RS, PRS2 Secondary Active, PRS2 Secondary Active DTU, SQL Database, Databases, 1/Day, Consumption",7.5
"SQL Database Single/Elastic Pool General Purpose - Compute Gen5, 20 vCore Zone Redundancy, Zone Redundancy vCore, SQL Database, Databases, 1 Hour, Consumption",2.009264
"SQL Database Single/Elastic Pool General Purpose - Compute Gen5, 80 vCore Zone Redundancy, Zone Redundancy vCore, SQL Database, Databases, 1 Hour, Consumption",8.037058
"SQL Database Single/Elastic Pool General Purpose - Compute Gen5, 48 vCore Zone Redundancy, Zone Redundancy vCore, SQL Database, Databases, 1 Hour, Consumption",4.822235
"SQL Database Single/Elastic Pool General Purpose - Compute Gen5, 1 vCore Zone Redundancy, Zone Redundancy vCore, SQL Database, Databases, 1 Hour, Consumption",0.100463
"SQL Database Single/Elastic Pool General Purpose - Compute Gen5, 20 vCore Zone Redundancy, Zone Redundancy vCore, SQL Database, Databases, 1 Hour, Consumption",2.009264
"SQL Database Single/Elastic Pool General Purpose - Compute Gen5, 6 vCore Zone Redundancy, Zone Redundancy vCore, SQL Database, Databases, 1 Hour, Consumption",0.602779
"SQL Database Single/Elastic Pool General Purpose - Compute Gen5, 16 vCore Zone Redundancy, Zone Redundancy vCore, SQL Database, Databases, 1 Hour, Consumption",1.607412
"SQL Database Single/Elastic Pool General Purpose - Compute Gen5, 12 vCore Zone Redundancy, Zone Redundancy vCore, SQL Database, Databases, 1 Hour, Consumption",1.205559
"SQL Database Single/Elastic Pool General Purpose - Compute Gen5, 18 vCore Zone Redundancy, Zone Redundancy vCore, SQL Database, Databases, 1 Hour, Consumption",1.808338
"SQL Database Single/Elastic Pool General Purpose - Compute Gen5, 40 vCore Zone Redundancy, Zone Redundancy vCore, SQL Database, Databases, 1 Hour, Consumption",4.018529
"SQL Database Single/Elastic Pool General Purpose - Compute Gen5, 40 vCore Zone Redundancy, Zone Redundancy vCore, SQL Database, Databases, 1 Hour, Consumption",4.018529
"SQL Database Single/Elastic Pool General Purpose - Compute Gen5, 6 vCore Zone Redundancy, Zone Redundancy vCore, SQL Database, Databases, 1 Hour, Consumption",0.602779
"SQL Database Single/Elastic Pool General Purpose - Compute Gen5, 32 vCore Zone Redundancy, Zone Redundancy vCore, SQL Database, Databases, 1 Hour, Consumption",3.214823
"SQL Database Single/Elastic Pool General Purpose - Compute Gen5, 24 vCore Zone Redundancy, Zone Redundancy vCore, SQL Database, Databases, 1 Hour, Consumption",2.411117
"SQL Database Single/Elastic Pool General Purpose - Compute Gen5, 4 vCore Zone Redundancy, Zone Redundancy vCore, SQL Database, Databases, 1 Hour, Consumption",0.401853
"SQL Database Single/Elastic Pool General Purpose - Compute Gen5, 1 vCore Zone Redundancy, Zone Redundancy vCore, SQL Database, Databases, 1 Hour, Consumption",0.100463
"SQL Database Single/Elastic Pool General Purpose - Compute Gen5, 10 vCore Zone Redundancy, Zone Redundancy vCore, SQL Database, Databases, 1 Hour, Consumption",1.004632
"SQL Database Single/Elastic Pool General Purpose - Compute Gen5, 8 vCore Zone Redundancy, Zone Redundancy vCore, SQL Database, Databases, 1 Hour, Consumption",0.803706
"SQL Database Single/Elastic Pool General Purpose - Compute Gen5, 16 vCore Zone Redundancy, Zone Redundancy vCore, SQL Database, Databases, 1 Hour, Consumption",1.607412
"SQL Database Single/Elastic Pool General Purpose - Compute Gen5, 14 vCore Zone Redundancy, Zone Redundancy vCore, SQL Database, Databases, 1 Hour, Consumption",1.406485
"SQL Database Single/Elastic Pool General Purpose - Compute Gen5, 10 vCore Zone Redundancy, Zone Redundancy vCore, SQL Database, Databases, 1 Hour, Consumption",1.004632
"SQL Database Single/Elastic Pool General Purpose - Compute Gen5, 80 vCore Zone Redundancy, Zone Redundancy vCore, SQL Database, Databases, 1 Hour, Consumption",8.037058
"SQL Database Single/Elastic Pool General Purpose - Compute Gen5, 24 vCore Zone Redundancy, Zone Redundancy vCore, SQL Database, Databases, 1 Hour, Consumption",2.411117
"SQL Database Single/Elastic Pool General Purpose - Compute Gen5, 4 vCore Zone Redundancy, Zone Redundancy vCore, SQL Database, Databases, 1 Hour, Consumption",0.401853
"SQL Database Single/Elastic Pool General Purpose - Compute Gen5, 48 vCore Zone Redundancy, Zone Redundancy vCore, SQL Database, Databases, 1 Hour, Consumption",4.822235
"SQL Database Single/Elastic Pool General Purpose - Compute Gen5, 2 vCore Zone Redundancy, Zone Redundancy vCore, SQL Database, Databases, 1 Hour, Consumption",0.200926
"SQL Database Single/Elastic Pool General Purpose - Compute Gen5, 12 vCore Zone Redundancy, Zone Redundancy vCore, SQL Database, Databases, 1 Hour, Consumption",1.205559
"SQL Database Single/Elastic Pool General Purpose - Compute Gen5, 18 vCore Zone Redundancy, Zone Redundancy vCore, SQL Database, Databases, 1 Hour, Consumption",1.808338
"SQL Database Single/Elastic Pool General Purpose - Compute Gen5, 2 vCore Zone Redundancy, Zone Redundancy vCore, SQL Database, Databases, 1 Hour, Consumption",0.200926
"SQL Database Single/Elastic Pool General Purpose - Compute Gen5, 32 vCore Zone Redundancy, Zone Redundancy vCore, SQL Database, Databases, 1 Hour, Consumption",3.214823
"SQL Database Single/Elastic Pool General Purpose - Compute Gen5, 8 vCore Zone Redundancy, Zone Redundancy vCore, SQL Database, Databases, 1 Hour, Consumption",0.803706
"SQL Database Single/Elastic Pool General Purpose - Compute Gen5, 14 vCore Zone Redundancy, Zone Redundancy vCore, SQL Database, Databases, 1 Hour, Consumption",1.406485
"SQL Database Single Premium RS, PRS1, PRS1 DTU, SQL Database, Databases, 1/Day, Consumption",3.75
"SQL Database Single/Elastic Pool General Purpose - Compute DC-Series, 8 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",3.166
"SQL Database SingleDB Hyperscale - Premium Series Memory Optimized Compute, 1 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",0.281296
"SQL Database Single Premium, P15 Secondary, P15 Secondary DTU, SQL Database, Databases, 1/Day, Consumption",387.1
"SQL Database Single/Elastic Pool General Purpose - Storage, General Purpose, General Purpose Data Stored - Free, SQL Database, Databases, 1 GB/Month, Consumption",0.0
"SQL Database Single General Purpose - Serverless - Compute Gen5, 16 vCore, 16 vCore - Free, SQL Database, Databases, 1 Hour, Consumption",0.0
"SQL Database Single/Elastic Pool General Purpose - Compute DC-Series, 2 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",0.792
"SQL Database Elastic Pool - Premium, 125 DTU Pack, eDTUs, SQL Database, Databases, 1/Day, Consumption",22.5
"SQL Database Elastic Pool - Premium, 250 DTU Pack, eDTUs, SQL Database, Databases, 1/Day, Consumption",45.0
"SQL Database Elastic Pool - Premium, 1500 DTU Pack, eDTUs, SQL Database, Databases, 1/Day, Consumption",270.0
"SQL Database Elastic Pool - Premium, 3000 DTU Pack, eDTUs, SQL Database, Databases, 1/Day, Consumption",540.0
"SQL Database Elastic Pool - Premium, 2500 DTU Pack, eDTUs, SQL Database, Databases, 1/Day, Consumption",450.0
"SQL Database Elastic Pool - Premium, 3500 DTU Pack, eDTUs, SQL Database, Databases, 1/Day, Consumption",630.0
"SQL Database Elastic Pool - Premium, 1 DTU, eDTUs, SQL Database, Databases, 1/Day, Consumption",0.18
"SQL Database Elastic Pool - Premium, 1000 DTU Pack, eDTUs, SQL Database, Databases, 1/Day, Consumption",180.0
"SQL Database Elastic Pool - Premium, 500 DTU Pack, eDTUs, SQL Database, Databases, 1/Day, Consumption",90.0
"SQL Database Elastic Pool - Premium, 4000 DTU Pack, eDTUs, SQL Database, Databases, 1/Day, Consumption",720.0
"SQL Database Elastic Pool - Premium, 2000 DTU Pack, eDTUs, SQL Database, Databases, 1/Day, Consumption",360.0
"SQL Database Single Premium RS, PRS4, PRS4 DTU, SQL Database, Databases, 1/Day, Consumption",15.0
"SQL Database Single Premium, P6 Secondary, P6 Secondary DTU, SQL Database, Databases, 1/Day, Consumption",90.0
"SQL Database Single/Elastic Pool General Purpose - Compute DC-Series, 6 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",2.375
"SQL Database Single General Purpose - Serverless - Compute Gen5, 2 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",1.147868
"SQL Database Single General Purpose - Serverless - Compute Gen5, 32 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",18.365888
"SQL Database Single General Purpose - Serverless - Compute Gen5, 8 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",4.591472
"SQL Database Single General Purpose - Serverless - Compute Gen5, 4 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",2.295736
"SQL Database Single General Purpose - Serverless - Compute Gen5, 80 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",45.91472
"SQL Database Single General Purpose - Serverless - Compute Gen5, 16 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",9.182944
"SQL Database Single General Purpose - Serverless - Compute Gen5, 1 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",0.573934
"SQL Database Single General Purpose - Serverless - Compute Gen5, 24 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",13.774416
"SQL Database Single General Purpose - Serverless - Compute Gen5, 48 vCore, vCore, SQL Database, Databases, 1 Hour, Consumption",27.548832
